DMR,Gene,Assignment_Type,Distance_to_TSS
chr12_DMR_951,STX2,CpG,0.0
chr12_DMR_953,DGKA,CpG,0.0
chr12_DMR_954,PPHLN1,CpG,0.0
chr12_DMR_954,ZCRB1,CpG,0.0
chr12_DMR_955,METAP2,CpG,0.0
chr12_DMR_957,ZNF10,CpG,0.0
chr12_DMR_958,NCOR2,CpG,0.0
chr12_DMR_960,ANKRD13A,CpG,0.0
chr12_DMR_961,C1QL4,CpG,0.0
chr12_DMR_962,ARHGAP9,CpG,0.0
chr12_DMR_962,GLI1,CpG,0.0
chr12_DMR_963,ATN1,CpG,0.0
chr12_DMR_964,FAIM2,CpG,0.0
chr12_DMR_966,MDM2,CpG,0.0
chr12_DMR_967,CCDC53,CpG,0.0
chr12_DMR_969,CHPT1,CpG,0.0
chr12_DMR_970,TBX5,CpG,0.0
chr12_DMR_971,DENR,CpG,0.0
chr12_DMR_972,OAS3,CpG,0.0
chr12_DMR_974,MRPL42,CpG,0.0
chr12_DMR_975,GALNT9,CpG,0.0
chr12_DMR_977,NUP37,CpG,0.0
chr12_DMR_978,FBRSL1,CpG,0.0
chr12_DMR_979,ABCB9,CpG,0.0
chr12_DMR_980,FKBP4,CpG,0.0
chr12_DMR_982,MGC14436,CpG,0.0
chr12_DMR_983,CHD4,CpG,0.0
chr12_DMR_984,RERG,CpG,0.0
chr12_DMR_985,CELA1,CpG,0.0
chr12_DMR_987,TMEM132D,CpG,0.0
chr12_DMR_988,ACTR6,CpG,0.0
chr12_DMR_989,NR2C1,CpG,0.0
chr12_DMR_990,TMEM5,CpG,0.0
chr12_DMR_991,C12orf35,CpG,0.0
chr12_DMR_992,GOLGA3,CpG,0.0
chr12_DMR_993,RAD9B,CpG,0.0
chr12_DMR_993,VPS29,CpG,0.0
chr12_DMR_994,NACA,CpG,0.0
chr12_DMR_996,GPR182,CpG,0.0
chr12_DMR_998,AEBP2,CpG,0.0
chr12_DMR_999,NOP2,CpG,0.0
chr12_DMR_1001,PPM1H,CpG,0.0
chr12_DMR_1002,PRPF40B,CpG,0.0
chr12_DMR_1004,KDM2B,CpG,0.0
chr12_DMR_1005,GDF11,CpG,0.0
chr12_DMR_1006,LMBR1L,CpG,0.0
chr12_DMR_1007,C12orf39,CpG,0.0
chr12_DMR_1008,CACNA2D4,CpG,0.0
chr12_DMR_1008,LRTM2,CpG,0.0
chr12_DMR_1010,GALNT9,CpG,0.0
chr12_DMR_1012,RARG,CpG,0.0
chr12_DMR_1013,FAM186A,CpG,0.0
chr12_DMR_1014,CTDSP2,CpG,0.0
chr12_DMR_1014,MIR26A2,CpG,0.0
chr12_DMR_1015,ENO2,CpG,0.0
chr12_DMR_1015,LRRC23,CpG,0.0
chr12_DMR_1016,LPCAT3,CpG,0.0
chr12_DMR_1017,TBC1D15,CpG,0.0
chr12_DMR_1018,SLC41A2,CpG,0.0
chr12_DMR_1019,LRRC43,CpG,0.0
chr12_DMR_1020,SLC2A13,CpG,0.0
chr12_DMR_1021,RAN,CpG,0.0
chr12_DMR_1022,PLXNC1,CpG,0.0
chr12_DMR_1023,ARHGDIB,CpG,0.0
chr12_DMR_1024,PTGES3,CpG,0.0
chr12_DMR_1025,NDUFA4L2,CpG,0.0
chr12_DMR_1027,TENC1,CpG,0.0
chr12_DMR_1028,ZNF385A,CpG,0.0
chr12_DMR_1029,ANKLE2,CpG,0.0
chr12_DMR_1030,LTA4H,CpG,0.0
chr12_DMR_1031,SELPLG,CpG,0.0
chr12_DMR_1032,MCRS1,CpG,0.0
chr12_DMR_1033,PUS7L,CpG,0.0
chr12_DMR_1033,IRAK4,CpG,0.0
chr12_DMR_1034,CIT,CpG,0.0
chr12_DMR_1035,C12orf40,CpG,0.0
chr12_DMR_1039,GPR133,CpG,0.0
chr12_DMR_1040,CHFR,CpG,0.0
chr12_DMR_1042,SRGAP1,CpG,0.0
chr12_DMR_1043,TSPAN31,CpG,0.0
chr12_DMR_1044,MAP3K12,CpG,0.0
chr12_DMR_1045,C12orf73,CpG,0.0
chr12_DMR_1047,RFX4,CpG,0.0
chr12_DMR_1048,TMEM132C,CpG,0.0
chr12_DMR_1049,ARL1,CpG,0.0
chr12_DMR_1050,TUBA1A,CpG,0.0
chr12_DMR_1051,SLC38A1,CpG,0.0
chr12_DMR_1053,ASCL1,CpG,0.0
chr12_DMR_1055,KCNMB4,CpG,0.0
chr12_DMR_1056,OR6C2,CpG,0.0
chr12_DMR_1057,B4GALNT1,CpG,0.0
chr12_DMR_1058,TCP11L2,CpG,0.0
chr12_DMR_1059,CABP1,CpG,0.0
chr12_DMR_1060,OR6C74,CpG,0.0
chr12_DMR_1061,ATN1,CpG,0.0
chr12_DMR_1062,GALNT9,CpG,0.0
chr12_DMR_1063,PRIM1,CpG,0.0
chr12_DMR_1064,TMEM19,CpG,0.0
chr12_DMR_1065,CHFR,CpG,0.0
chr12_DMR_1066,KIF21A,CpG,0.0
chr12_DMR_1067,TFCP2,CpG,0.0
chr12_DMR_1068,SMUG1,CpG,0.0
chr12_DMR_1069,GALNT9,CpG,0.0
chr12_DMR_1070,ADAMTS20,CpG,0.0
chr12_DMR_1071,ACVRL1,CpG,0.0
chr12_DMR_1072,ESPL1,CpG,0.0
chr12_DMR_1073,P11,CpG,0.0
chr12_DMR_1074,PRR4,CpG,0.0
chr12_DMR_1074,PRH1,CpG,0.0
chr12_DMR_1075,FKBP4,CpG,0.0
chr12_DMR_1077,WSB2,CpG,0.0
chr12_DMR_1079,LOC100292680,CpG,0.0
chr12_DMR_1083,ITFG2,CpG,0.0
chr12_DMR_1084,WSCD2,CpG,0.0
chr12_DMR_1086,WDR51B,CpG,0.0
chr12_DMR_1086,GALNT4,CpG,0.0
chr12_DMR_1087,ZNF664,CpG,0.0
chr12_DMR_1087,CCDC92,CpG,0.0
chr12_DMR_1088,PDE1B,CpG,0.0
chr12_DMR_1089,CCDC42B,CpG,0.0
chr12_DMR_1090,LRP1,CpG,0.0
chr12_DMR_1091,WNT10B,CpG,0.0
chr12_DMR_1092,ACVR1B,CpG,0.0
chr12_DMR_1094,PRKAB1,CpG,0.0
chr12_DMR_1096,ULK1,CpG,0.0
chr12_DMR_1097,PRICKLE1,CpG,0.0
chr12_DMR_1099,GALNT9,CpG,0.0
chr12_DMR_1101,ARID2,CpG,0.0
chr12_DMR_1101,LOC400027,CpG,0.0
chr12_DMR_1102,FBXL14,CpG,0.0
chr12_DMR_1103,TEAD4,CpG,0.0
chr12_DMR_1104,C12orf34,CpG,0.0
chr12_DMR_1105,TBX3,CpG,0.0
chr12_DMR_1106,LEPREL2,CpG,0.0
chr12_DMR_1107,AQP2,CpG,0.0
chr12_DMR_1109,KLHDC5,CpG,0.0
chr12_DMR_1110,HSPB8,CpG,0.0
chr12_DMR_1113,RAB3IP,CpG,0.0
chr12_DMR_1114,NCOR2,CpG,0.0
chr12_DMR_1115,ERGIC2,CpG,0.0
chr12_DMR_1116,AAAS,CpG,0.0
chr12_DMR_1118,SLC26A10,CpG,0.0
chr12_DMR_1118,B4GALNT1,CpG,0.0
chr12_DMR_1119,MSI1,CpG,0.0
chr12_DMR_1120,IPO8,CpG,0.0
chr12_DMR_1121,HOXC9,CpG,0.0
chr12_DMR_1122,TBX3,CpG,0.0
chr12_DMR_1124,WDR66,CpG,0.0
chr12_DMR_1125,RASSF3,CpG,0.0
chr12_DMR_1126,BTBD11,CpG,0.0
chr12_DMR_1127,SIRT4,CpG,0.0
chr12_DMR_1128,GRIN2B,CpG,0.0
chr12_DMR_1129,ZFC3H1,CpG,0.0
chr12_DMR_1129,THAP2,CpG,0.0
chr12_DMR_1130,GTF2H3,CpG,0.0
chr12_DMR_1132,SFRS2IP,CpG,0.0
chr12_DMR_1134,SLC5A8,CpG,0.0
chr12_DMR_1135,PTPN6,CpG,0.0
chr12_DMR_1136,SNORA49,CpG,0.0
chr12_DMR_1136,EP400,CpG,0.0
chr12_DMR_1138,DHH,CpG,0.0
chr12_DMR_1140,GLIPR1L1,CpG,0.0
chr12_DMR_1141,PTHLH,CpG,0.0
chr12_DMR_1143,ANKS1B,CpG,0.0
chr12_DMR_1149,CHFR,CpG,0.0
chr12_DMR_1150,CPSF6,CpG,0.0
chr12_DMR_1151,DNM1L,CpG,0.0
chr12_DMR_1152,RDH16,CpG,0.0
chr12_DMR_1153,POLE,CpG,0.0
chr12_DMR_1154,NCOR2,CpG,0.0
chr12_DMR_1156,SPPL3,CpG,0.0
chr12_DMR_1157,MYL2,CpG,0.0
chr12_DMR_1158,ING4,CpG,0.0
chr12_DMR_1159,SETD1B,CpG,0.0
chr12_DMR_1160,SFRS2IP,CpG,0.0
chr12_DMR_1161,MIR1251,CpG,0.0
chr12_DMR_1161,RMST,CpG,0.0
chr12_DMR_1162,KRR1,CpG,0.0
chr12_DMR_1163,LOC338758,CpG,0.0
chr12_DMR_1164,KRT81,CpG,0.0
chr12_DMR_1165,ARNTL2,CpG,0.0
chr12_DMR_1166,B4GALNT1,CpG,0.0
chr12_DMR_1168,LHX5,CpG,0.0
chr12_DMR_1170,SCN8A,CpG,0.0
chr12_DMR_1172,CCT2,CpG,0.0
chr12_DMR_1173,C1QL4,CpG,0.0
chr12_DMR_1174,SPRYD4,CpG,0.0
chr12_DMR_1175,DERA,CpG,0.0
chr12_DMR_1176,GLS2,CpG,0.0
chr12_DMR_1177,COL2A1,CpG,0.0
chr12_DMR_1178,PAN2,CpG,0.0
chr12_DMR_1179,HOXC12,CpG,0.0
chr12_DMR_1180,KRT86,CpG,0.0
chr12_DMR_1181,NTF3,CpG,0.0
chr12_DMR_1182,MMP17,CpG,0.0
chr12_DMR_1183,XPOT,CpG,0.0
chr12_DMR_1184,KSR2,CpG,0.0
chr12_DMR_1186,TRPV4,CpG,0.0
chr12_DMR_1187,GPR133,CpG,0.0
chr12_DMR_1188,ABCD2,CpG,0.0
chr12_DMR_1189,ANKS1B,CpG,0.0
chr12_DMR_1190,RAB35,CpG,0.0
chr12_DMR_1191,IQSEC3,CpG,0.0
chr12_DMR_1192,COPZ1,CpG,0.0
chr12_DMR_1193,PRICKLE1,CpG,0.0
chr12_DMR_1194,SETD1B,CpG,0.0
chr12_DMR_1195,WNK1,CpG,0.0
chr12_DMR_1196,MLF2,CpG,0.0
chr12_DMR_1197,RAD51AP1,CpG,0.0
chr12_DMR_1197,C12orf4,CpG,0.0
chr12_DMR_1199,C12orf45,CpG,0.0
chr12_DMR_1200,NCOR2,CpG,0.0
chr12_DMR_1202,STAC3,CpG,0.0
chr12_DMR_1203,DTX1,CpG,0.0
chr12_DMR_1204,IFLTD1,CpG,0.0
chr12_DMR_1206,VDR,CpG,0.0
chr12_DMR_1207,BAZ2A,CpG,0.0
chr12_DMR_1207,RBMS2,CpG,0.0
chr12_DMR_1208,STAT6,CpG,0.0
chr12_DMR_1211,HOXC10,CpG,0.0
chr12_DMR_1212,NDUFA12,CpG,0.0
chr12_DMR_1213,SLC35E3,CpG,0.0
chr12_DMR_1214,PTPRR,CpG,0.0
chr12_DMR_1215,PUS7L,CpG,0.0
chr12_DMR_1215,IRAK4,CpG,0.0
chr12_DMR_1220,EFCAB4B,CpG,0.0
chr12_DMR_1222,PITPNM2,CpG,0.0
chr12_DMR_1223,CLEC12B,CpG,0.0
chr12_DMR_1224,AQP5,CpG,0.0
chr12_DMR_1225,BCL7A,CpG,0.0
chr12_DMR_1226,MON2,CpG,0.0
chr12_DMR_1227,FZD10,CpG,0.0
chr12_DMR_1228,FZD10,CpG,0.0
chr12_DMR_1229,KCNA6,CpG,0.0
chr12_DMR_1230,LRRC43,CpG,0.0
chr12_DMR_1230,B3GNT4,CpG,0.0
chr12_DMR_1232,SLC26A10,CpG,0.0
chr12_DMR_1236,EP400,CpG,0.0
chr12_DMR_1238,SVOP,CpG,0.0
chr12_DMR_1239,TSPAN19,CpG,0.0
chr12_DMR_1239,LRRIQ1,CpG,0.0
chr12_DMR_1240,CAPRIN2,CpG,0.0
chr12_DMR_1241,PRMT8,CpG,0.0
chr12_DMR_1243,GPR133,CpG,0.0
chr12_DMR_1245,GALNT9,CpG,0.0
chr12_DMR_1247,LLPH,CpG,0.0
chr12_DMR_1248,PPP1R1A,CpG,0.0
chr12_DMR_1249,C12orf43,CpG,0.0
chr12_DMR_1253,CCND2,CpG,0.0
chr12_DMR_1254,BAZ2A,CpG,0.0
chr12_DMR_1255,MCRS1,CpG,0.0
chr12_DMR_1255,KCNH3,CpG,0.0
chr12_DMR_1257,GLT1D1,CpG,0.0
chr12_DMR_1261,CAMKK2,CpG,0.0
chr12_DMR_1262,NCOR2,CpG,0.0
chr12_DMR_1263,POLE,CpG,0.0
chr12_DMR_1264,KCNA5,CpG,0.0
chr12_DMR_1265,RND1,CpG,0.0
chr12_DMR_1266,FAM109A,CpG,0.0
chr12_DMR_1269,RAB35,CpG,0.0
chr12_DMR_1270,ACCN2,CpG,0.0
chr12_DMR_1272,ULK1,CpG,0.0
chr12_DMR_1273,BRI3BP,CpG,0.0
chr12_DMR_1274,PAWR,CpG,0.0
chr12_DMR_1275,CDK2,CpG,0.0
chr12_DMR_1276,FAM101A,CpG,0.0
chr12_DMR_1277,SSH1,CpG,0.0
chr12_DMR_1278,BHLHE41,CpG,0.0
chr12_DMR_1279,PRPH,CpG,0.0
chr12_DMR_1280,C12orf72,CpG,0.0
chr12_DMR_1281,TRPV4,CpG,0.0
chr12_DMR_1283,GPR182,CpG,0.0
chr12_DMR_1284,KCNJ8,CpG,0.0
chr12_DMR_1285,APOBEC1,CpG,0.0
chr12_DMR_1287,NCOR2,CpG,0.0
chr12_DMR_1288,MRPS35,CpG,0.0
chr12_DMR_1290,LRP1,CpG,0.0
chr13_DMR_2,GUCY1B2,CpG,0.0
chr13_DMR_3,RASA3,CpG,0.0
chr13_DMR_4,TRIM13,CpG,0.0
chr13_DMR_4,DLEU2,CpG,0.0
chr13_DMR_5,DLEU2,CpG,0.0
chr13_DMR_8,CARS2,CpG,0.0
chr13_DMR_9,STARD13,CpG,0.0
chr13_DMR_10,TFDP1,CpG,0.0
chr13_DMR_11,HTR2A,CpG,0.0
chr13_DMR_12,MBNL2,CpG,0.0
chr13_DMR_13,EFNB2,CpG,0.0
chr13_DMR_14,CAB39L,CpG,0.0
chr13_DMR_16,CLYBL,CpG,0.0
chr13_DMR_17,KLF5,CpG,0.0
chr13_DMR_18,TFDP1,CpG,0.0
chr13_DMR_19,ARHGEF7,CpG,0.0
chr13_DMR_20,STK24,CpG,0.0
chr13_DMR_21,CSNK1A1L,CpG,0.0
chr13_DMR_23,DLEU7,CpG,0.0
chr13_DMR_24,PCDH20,CpG,0.0
chr13_DMR_25,TNFSF13B,CpG,0.0
chr13_DMR_26,ESD,CpG,0.0
chr13_DMR_27,RASA3,CpG,0.0
chr13_DMR_28,SNORA31,CpG,0.0
chr13_DMR_28,TPT1,CpG,0.0
chr13_DMR_29,TMCO3,CpG,0.0
chr13_DMR_29,DCUN1D2,CpG,0.0
chr13_DMR_30,CLN5,CpG,0.0
chr13_DMR_31,LCP1,CpG,0.0
chr13_DMR_32,IRS2,CpG,0.0
chr13_DMR_33,RCBTB2,CpG,0.0
chr13_DMR_34,RASA3,CpG,0.0
chr13_DMR_35,LOC100188949,CpG,0.0
chr13_DMR_36,FLT1,CpG,0.0
chr13_DMR_37,SPG20,CpG,0.0
chr13_DMR_38,TNFRSF19,CpG,0.0
chr13_DMR_39,TFDP1,CpG,0.0
chr13_DMR_40,ALOX5AP,CpG,0.0
chr13_DMR_42,MCF2L,CpG,0.0
chr13_DMR_44,FAM194B,CpG,0.0
chr13_DMR_45,EDNRB,CpG,0.0
chr13_DMR_46,ATP4B,CpG,0.0
chr13_DMR_47,ITM2B,CpG,0.0
chr13_DMR_48,C13orf30,CpG,0.0
chr13_DMR_50,RASA3,CpG,0.0
chr13_DMR_51,RB1,CpG,0.0
chr13_DMR_52,TMCO3,CpG,0.0
chr13_DMR_56,MIR623,CpG,0.0
chr13_DMR_56,UBAC2,CpG,0.0
chr13_DMR_57,STK24,CpG,0.0
chr13_DMR_59,MIR19A,CpG,0.0
chr13_DMR_59,MIR17,CpG,0.0
chr13_DMR_59,MIR18A,CpG,0.0
chr13_DMR_59,MIR17HG,CpG,0.0
chr13_DMR_59,MIR92A1,CpG,0.0
chr13_DMR_59,MIR19B1,CpG,0.0
chr13_DMR_59,MIR20A,CpG,0.0
chr13_DMR_60,C13orf26,CpG,0.0
chr13_DMR_61,ATP11A,CpG,0.0
chr13_DMR_62,BRCA2,CpG,0.0
chr13_DMR_64,DOCK9,CpG,0.0
chr13_DMR_65,MCF2L,CpG,0.0
chr13_DMR_66,IFT88,CpG,0.0
chr13_DMR_67,NEK3,CpG,0.0
chr13_DMR_68,PCDH17,CpG,0.0
chr13_DMR_69,SETDB2,CpG,0.0
chr13_DMR_70,N4BP2L1,CpG,0.0
chr13_DMR_71,MCF2L,CpG,0.0
chr13_DMR_72,ATP11A,CpG,0.0
chr13_DMR_73,SPRY2,CpG,0.0
chr13_DMR_74,EPSTI1,CpG,0.0
chr13_DMR_75,FGF9,CpG,0.0
chr13_DMR_76,COL4A2,CpG,0.0
chr13_DMR_77,RASA3,CpG,0.0
chr13_DMR_78,UPF3A,CpG,0.0
chr13_DMR_80,RASA3,CpG,0.0
chr13_DMR_81,GPR183,CpG,0.0
chr13_DMR_81,UBAC2,CpG,0.0
chr13_DMR_82,FLT3,CpG,0.0
chr13_DMR_83,MYO16,CpG,0.0
chr13_DMR_84,PCCA,CpG,0.0
chr13_DMR_85,DCUN1D2,CpG,0.0
chr13_DMR_86,ARL11,CpG,0.0
chr13_DMR_87,ATP11A,CpG,0.0
chr13_DMR_91,DCUN1D2,CpG,0.0
chr13_DMR_92,GJB2,CpG,0.0
chr13_DMR_94,CARKD,CpG,0.0
chr13_DMR_96,ATP11A,CpG,0.0
chr13_DMR_97,KL,CpG,0.0
chr13_DMR_98,TFDP1,CpG,0.0
chr13_DMR_99,GPC6,CpG,0.0
chr13_DMR_100,DAOA,CpG,0.0
chr13_DMR_102,SACS,CpG,0.0
chr13_DMR_103,RASA3,CpG,0.0
chr13_DMR_105,VPS36,CpG,0.0
chr13_DMR_106,BTF3L1,CpG,0.0
chr13_DMR_109,MCF2L,CpG,0.0
chr13_DMR_110,LATS2,CpG,0.0
chr13_DMR_111,SMAD9,CpG,0.0
chr13_DMR_112,SPATA13,CpG,0.0
chr13_DMR_113,C13orf33,CpG,0.0
chr13_DMR_115,STK24,CpG,0.0
chr13_DMR_118,PCID2,CpG,0.0
chr13_DMR_118,CUL4A,CpG,0.0
chr13_DMR_119,SLAIN1,CpG,0.0
chr13_DMR_120,SERPINE3,CpG,0.0
chr13_DMR_121,C13orf35,CpG,0.0
chr13_DMR_123,TMCO3,CpG,0.0
chr13_DMR_124,PDS5B,CpG,0.0
chr13_DMR_126,COL4A2,CpG,0.0
chr13_DMR_127,IRS2,CpG,0.0
chr13_DMR_128,HSPH1,CpG,0.0
chr13_DMR_129,COL4A1,CpG,0.0
chr13_DMR_130,ATP11A,CpG,0.0
chr13_DMR_133,SPERT,CpG,0.0
chr13_DMR_134,UGGT2,CpG,0.0
chr13_DMR_135,SERP2,CpG,0.0
chr13_DMR_136,EFHA1,CpG,0.0
chr13_DMR_137,ADPRHL1,CpG,0.0
chr13_DMR_138,KPNA3,CpG,0.0
chr13_DMR_139,TMCO3,CpG,0.0
chr13_DMR_140,MCF2L,CpG,0.0
chr13_DMR_141,HMGB1,CpG,0.0
chr13_DMR_142,NEK5,CpG,0.0
chr13_DMR_143,FAM155A,CpG,0.0
chr13_DMR_144,STOML3,CpG,0.0
chr13_DMR_145,TRPC4,CpG,0.0
chr13_DMR_146,C13orf36,CpG,0.0
chr13_DMR_148,ATP11A,CpG,0.0
chr13_DMR_149,SLITRK5,CpG,0.0
chr13_DMR_150,COMMD6,CpG,0.0
chr13_DMR_151,NUPL1,CpG,0.0
chr13_DMR_152,UBAC2,CpG,0.0
chr13_DMR_153,RASA3,CpG,0.0
chr13_DMR_154,RASA3,CpG,0.0
chr13_DMR_155,GJB6,CpG,0.0
chr13_DMR_156,FGF14,CpG,0.0
chr13_DMR_157,SOX1,CpG,0.0
chr13_DMR_158,CDADC1,CpG,0.0
chr13_DMR_159,MTUS2,CpG,0.0
chr13_DMR_160,MTIF3,CpG,0.0
chr13_DMR_161,EFNB2,CpG,0.0
chr13_DMR_162,NUFIP1,CpG,0.0
chr13_DMR_162,KIAA1704,CpG,0.0
chr13_DMR_164,ALG11,CpG,0.0
chr13_DMR_164,ATP7B,CpG,0.0
chr13_DMR_165,KATNAL1,CpG,0.0
chr13_DMR_168,F10,CpG,0.0
chr13_DMR_169,CENPJ,CpG,0.0
chr13_DMR_171,DCUN1D2,CpG,0.0
chr13_DMR_172,PHF11,CpG,0.0
chr13_DMR_173,SKA3,CpG,0.0
chr13_DMR_173,MRP63,CpG,0.0
chr13_DMR_175,ATP11A,CpG,0.0
chr13_DMR_176,TPP2,CpG,0.0
chr13_DMR_177,DNAJC3,CpG,0.0
chr13_DMR_178,STK24,CpG,0.0
chr13_DMR_179,SIAH3,CpG,0.0
chr13_DMR_180,TUBGCP3,CpG,0.0
chr13_DMR_182,SACS,CpG,0.0
chr13_DMR_183,LRCH1,CpG,0.0
chr13_DMR_184,ABCC4,CpG,0.0
chr13_DMR_186,RFXAP,CpG,0.0
chr13_DMR_187,CCDC70,CpG,0.0
chr13_DMR_188,ZIC2,CpG,0.0
chr13_DMR_189,SNORA27,CpG,0.0
chr13_DMR_189,RPL21P28,CpG,0.0
chr13_DMR_189,SNORD102,CpG,0.0
chr13_DMR_189,RPL21,CpG,0.0
chr13_DMR_190,CARS2,CpG,0.0
chr13_DMR_191,COL4A2,CpG,0.0
chr13_DMR_191,COL4A1,CpG,0.0
chr13_DMR_193,EDNRB,CpG,0.0
chr13_DMR_194,C13orf37,CpG,0.0
chr13_DMR_194,C13orf34,CpG,0.0
chr13_DMR_196,MRPS31,CpG,0.0
chr13_DMR_197,RBM26,CpG,0.0
chr13_DMR_199,GPR12,CpG,0.0
chr13_DMR_201,COL4A1,CpG,0.0
chr13_DMR_202,ERCC5,CpG,0.0
chr13_DMR_203,C13orf1,CpG,0.0
chr13_DMR_204,C13orf28,CpG,0.0
chr13_DMR_205,CLDN10,CpG,0.0
chr13_DMR_206,RNF6,CpG,0.0
chr13_DMR_207,SLC10A2,CpG,0.0
chr13_DMR_208,ATP11A,CpG,0.0
chr13_DMR_209,TDRD3,CpG,0.0
chr13_DMR_210,FLJ37307,CpG,0.0
chr13_DMR_211,NBEA,CpG,0.0
chr13_DMR_212,ATP11A,CpG,0.0
chr13_DMR_213,THSD1,CpG,0.0
chr13_DMR_214,CLDN10,CpG,0.0
chr13_DMR_217,TM9SF2,CpG,0.0
chr13_DMR_218,LNX2,CpG,0.0
chr13_DMR_218,POLR1D,CpG,0.0
chr13_DMR_219,MPHOSPH8,CpG,0.0
chr13_DMR_220,TSC22D1,CpG,0.0
chr13_DMR_221,PIBF1,CpG,0.0
chr13_DMR_221,DIS3,CpG,0.0
chr13_DMR_222,PCDH8,CpG,0.0
chr13_DMR_223,TNFRSF19,CpG,0.0
chr13_DMR_224,MIR2276,CpG,0.0
chr13_DMR_224,SPATA13,CpG,0.0
chr13_DMR_225,ING1,CpG,0.0
chr13_DMR_226,C13orf27,CpG,0.0
chr13_DMR_227,CAB39L,CpG,0.0
chr13_DMR_227,SETDB2,CpG,0.0
chr13_DMR_229,KDELC1,CpG,0.0
chr13_DMR_229,BIVM,CpG,0.0
chr13_DMR_232,ATP11A,CpG,0.0
chr13_DMR_233,PDS5B,CpG,0.0
chr13_DMR_235,KLF12,CpG,0.0
chr13_DMR_237,SLC15A1,CpG,0.0
chr13_DMR_238,XPO4,CpG,0.0
chr13_DMR_239,SLITRK1,CpG,0.0
chr13_DMR_240,FREM2,CpG,0.0
chr13_DMR_241,RASA3,CpG,0.0
chr13_DMR_242,KCTD12,CpG,0.0
chr13_DMR_244,ADPRHL1,CpG,0.0
chr13_DMR_245,NUDT15,CpG,0.0
chr13_DMR_246,SLAIN1,CpG,0.0
chr13_DMR_247,KIAA0564,CpG,0.0
chr13_DMR_248,GPC6,CpG,0.0
chr13_DMR_249,RASA3,CpG,0.0
chr13_DMR_250,TGDS,CpG,0.0
chr13_DMR_251,ATP11A,CpG,0.0
chr13_DMR_252,ATP11A,CpG,0.0
chr13_DMR_254,NDFIP2,CpG,0.0
chr13_DMR_255,CDK8,CpG,0.0
chr13_DMR_256,N4BP2L1,CpG,0.0
chr13_DMR_257,TNFSF11,CpG,0.0
chr13_DMR_260,GRK1,CpG,0.0
chr13_DMR_261,DOCK9,CpG,0.0
chr13_DMR_262,DIAPH3,CpG,0.0
chr13_DMR_263,POMP,CpG,0.0
chr13_DMR_264,SLC46A3,CpG,0.0
chr13_DMR_265,CARS2,CpG,0.0
chr13_DMR_266,NBEA,CpG,0.0
chr13_DMR_267,COG6,CpG,0.0
chr13_DMR_268,ATP4B,CpG,0.0
chr13_DMR_269,LOC100190939,CpG,0.0
chr13_DMR_269,TPT1,CpG,0.0
chr13_DMR_270,FARP1,CpG,0.0
chr13_DMR_271,SUCLA2,CpG,0.0
chr13_DMR_272,FNDC3A,CpG,0.0
chr13_DMR_273,ATP11A,CpG,0.0
chr13_DMR_274,ARHGEF7,CpG,0.0
chr13_DMR_276,TMTC4,CpG,0.0
chr13_DMR_277,PCCA,CpG,0.0
chr13_DMR_278,MYO16,CpG,0.0
chr13_DMR_279,MTMR6,CpG,0.0
chr13_DMR_280,UCHL3,CpG,0.0
chr13_DMR_281,LIG4,CpG,0.0
chr13_DMR_282,ZIC5,CpG,0.0
chr13_DMR_285,SLITRK1,CpG,0.0
chr13_DMR_286,RASA3,CpG,0.0
chr13_DMR_287,C13orf16,CpG,0.0
chr13_DMR_289,PRHOXNB,CpG,0.0
chr13_DMR_290,MYCBP2,CpG,0.0
chr13_DMR_291,GJA3,CpG,0.0
chr13_DMR_293,SOHLH2,CpG,0.0
chr13_DMR_296,LMO7,CpG,0.0
chr13_DMR_298,GPR18,CpG,0.0
chr13_DMR_298,UBAC2,CpG,0.0
chr13_DMR_299,FAM48A,CpG,0.0
chr13_DMR_300,SLC7A1,CpG,0.0
chr13_DMR_301,MBNL2,CpG,0.0
chr13_DMR_304,ATP11A,CpG,0.0
chr13_DMR_305,RNF219,CpG,0.0
chr13_DMR_306,RCBTB1,CpG,0.0
chr13_DMR_308,GSX1,CpG,0.0
chr13_DMR_309,LOC100190939,CpG,0.0
chr13_DMR_311,INTS6,CpG,0.0
chr13_DMR_314,STK24,CpG,0.0
chr13_DMR_316,GRK1,CpG,0.0
chr13_DMR_317,GRTP1,CpG,0.0
chr13_DMR_318,PROZ,CpG,0.0
chr13_DMR_319,COL4A2,CpG,0.0
chr13_DMR_320,ANKRD10,CpG,0.0
chr13_DMR_321,IL17D,CpG,0.0
chr13_DMR_322,DCLK1,CpG,0.0
chr13_DMR_323,GJA3,CpG,0.0
chr13_DMR_324,ERCC5,CpG,0.0
chr13_DMR_326,TFDP1,CpG,0.0
chr13_DMR_327,RAP2A,CpG,0.0
chr13_DMR_328,PCID2,CpG,0.0
chr13_DMR_330,WBP4,CpG,0.0
chr13_DMR_331,SAP18,CpG,0.0
chr13_DMR_332,MCF2L,CpG,0.0
chr13_DMR_333,TMCO3,CpG,0.0
chr13_DMR_334,ATXN8OS,CpG,0.0
chr13_DMR_334,KLHL1,CpG,0.0
chr13_DMR_335,SLC7A1,CpG,0.0
chr13_DMR_336,CRYL1,CpG,0.0
chr13_DMR_337,NALCN,CpG,0.0
chr13_DMR_338,CCNA1,CpG,0.0
chr13_DMR_339,WASF3,CpG,0.0
