"DMR","CpGs"
"chr12_DMR_775","cg10592478;cg13937905;cg09107344"
"chr12_DMR_776","cg11813690;cg05979433;cg09798033;cg11602897"
"chr12_DMR_777","cg10784777;cg06400595;cg27207452;cg12379422;cg16017677;cg07315445;cg05359066"
"chr12_DMR_778","cg02802391;cg24776736"
"chr12_DMR_779","cg12380054;cg09420520"
"chr12_DMR_780","cg22402853;cg13349421;cg17846064;cg20405918;cg09878554;cg07210490;cg18591973;cg04550398"
"chr12_DMR_781","cg15702800;cg19759883;cg25698541;cg22926252;cg10296162;cg09481304;cg05515957;cg14341030;cg02307482;cg14892058;cg01857709"
"chr12_DMR_782","cg13359649;cg20875298;cg25674709;cg20830389;cg00701398;cg21768899;cg26940261"
"chr12_DMR_783","cg11875268;cg23342455;cg19088962;cg01298757"
"chr12_DMR_784","cg00483526;cg11598148;cg26337738;cg02995130;cg24954684;cg24467291;cg01904007;cg11918474"
"chr12_DMR_785","cg13150282;cg05509800;cg07235652;cg10663781;cg01181492;cg25746746;cg24432432;cg04380213;cg09071294"
"chr12_DMR_786","cg16006349;cg18824990"
"chr12_DMR_787","cg08174462;cg15417900;cg26201589;cg17216414;cg01049691;cg03326470;cg06094111"
"chr12_DMR_788","cg27104671;cg23771185;cg01881778;cg26372842"
"chr12_DMR_789","cg10784843;cg26440361;cg13411583;cg06875318;cg12075970"
"chr12_DMR_790","cg09887284;cg19435724;cg16600991;cg03654299;cg05488474;cg18787548;cg07541701;cg21841963;cg26987376"
"chr12_DMR_791","cg12595990;cg23123679;cg03074175;cg16268214;cg01518465;cg10346242"
"chr12_DMR_792","cg26088244;cg23471612;cg17791945;cg02584193"
"chr12_DMR_793","cg00770871;cg13979873;cg11479258;cg07286085;cg10227843;cg22016818;cg04665351;cg23445315;cg07709635;cg00743585"
"chr12_DMR_794","cg09135343;cg19817165;cg21281799"
"chr12_DMR_795","cg01248866;cg11210652;cg11387990;cg21587861;cg08802990"
"chr12_DMR_796","cg25373005;cg11370512;cg25946869;cg07125991;cg08042432;cg04355250"
"chr12_DMR_797","cg00924143;cg05128922;cg01396176;cg19858749;cg02824386"
"chr12_DMR_798","cg17116500;cg23885131"
"chr12_DMR_799","cg27549952;cg12708634;cg07061566;cg09446136"
"chr12_DMR_800","cg02721000;cg08465346;cg19058685;cg10366797;cg21216477;cg02017718;cg15834355"
"chr12_DMR_801","cg26549029;cg24857238;cg17903544;cg10300057;cg27485716;cg08884094"
"chr12_DMR_802","cg12650635;cg00831237;cg25112641;cg25170822"
"chr12_DMR_803","cg24847366;cg01408363;cg09719269"
"chr12_DMR_804","cg16091543;cg19367466;cg25424237;cg02339418;cg26068169;cg11202094;cg08894685;cg22931309;cg14571620;cg18014789"
"chr12_DMR_805","cg17541810;cg17282769;cg18752222;cg02037863;cg12760110;cg14429393;cg15062795;cg12403778;cg01939597"
"chr12_DMR_806","cg22228488;cg14838474;cg25052180;cg07167098;cg10358780;cg15162335;cg02744459;cg27536708;cg20701850;cg27141514;cg09170652;cg05389560;cg24125890"
"chr12_DMR_807","cg06003296;cg27604626;cg09133028"
"chr12_DMR_808","cg00700412;cg20892847"
"chr12_DMR_809","cg09230679;cg18087803"
"chr12_DMR_810","cg00753337;cg00663584"
"chr12_DMR_811","cg00584861;cg16827289;cg21840256;cg21352943;cg13373321;cg12707727;cg15883451;cg13454099;cg14507346;cg24623196"
"chr12_DMR_812","cg16278213;cg05976119;cg16237595;cg02339297;cg08761248;cg11938453;cg12026015;cg18956558;cg22632663;cg01307693;cg05435853"
"chr12_DMR_813","cg01407332;cg23903129;cg24301724;cg15989810"
"chr12_DMR_814","cg27185992;cg20756934;cg20985486;cg18942715;cg25820475"
"chr12_DMR_815","cg15340887;cg02340915"
"chr12_DMR_816","cg00236302;cg18876494;cg06819775;cg04907505;cg06741536;cg21211608"
"chr12_DMR_817","cg03862226;cg02131399;cg16918595"
"chr12_DMR_818","cg11887960;cg25197728;cg17047865;cg20320141;cg02339937;cg05818093"
"chr12_DMR_819","cg00853733;cg12116908;cg15233611;cg22957352;cg07239110;cg10820376;cg13553938"
"chr12_DMR_820","cg05296099;cg02482478;cg18841122;cg25624009;cg02074074"
"chr12_DMR_821","cg12969042;cg15082645;cg13711314;cg12402132;cg18724891;cg14380013;cg07423765;cg10566578;cg15310278;cg26716839;cg15239874"
"chr12_DMR_822","cg07988820;cg20419307;cg01578987;cg06085994;cg09881510;cg04250847;cg00602783;cg14080075"
"chr12_DMR_823","cg13984040;cg15174393;cg12284769"
"chr12_DMR_824","cg05191825;cg14690343;cg05374798;cg19372049;cg01972961;cg06656689;cg05135397;cg13381718;cg03827423;cg27394563;cg19162598;cg23951927;cg03196745;cg20476877;cg21167558;cg24903225;cg05834899;cg13470919"
"chr12_DMR_825","cg26924496;cg05852143;cg02385840;cg01919377;cg25347264;cg00462951;cg26343958"
"chr12_DMR_826","cg12572827;cg03253385;cg09447105"
"chr12_DMR_827","cg01588748;cg14882054;cg23079217;cg10841775;cg03863616;cg03205584;cg00020191"
"chr12_DMR_828","cg15432249;cg24842889;cg13622209;cg09042752;cg00289052;cg18170141;cg03736467;cg04390143"
"chr12_DMR_829","cg22812972;cg19243391;cg10667044;cg24502904;cg27489481;cg00572742;cg16784092;cg11471666"
"chr12_DMR_830","cg16609260;cg11322252;cg01519253;cg25403721;cg22799141"
"chr12_DMR_831","cg14593550;cg21931212;cg08078216;cg16267376;cg16302275;cg17573625;cg02473395;cg14546261;cg14304267;cg02155754;cg26754448"
"chr12_DMR_832","cg22585957;cg06563686;cg07269271;cg13443953;cg11501644;cg19255118;cg00911551;cg17722033;cg11138731;cg06401027;cg03054141"
"chr12_DMR_833","cg07211768;cg25626611"
"chr12_DMR_834","cg06818217;cg27315341"
"chr12_DMR_835","cg00182639;cg22045225;cg04685570;cg11841394;cg09042277;cg20099830;cg00642359;cg23820885;cg17462200"
"chr12_DMR_836","cg02717150;cg24777315;cg02262056"
"chr12_DMR_837","cg08165784;cg21744360;cg26853126"
"chr12_DMR_838","cg02505454;cg08608663"
"chr12_DMR_839","cg10086212;cg02805665;cg15878670;cg03657660;cg17846194;cg19164335;cg12930124;cg20309565;cg26428054"
"chr12_DMR_840","cg03043078;cg26462569"
"chr12_DMR_841","cg07649619;cg05964529;cg19020694;cg05835802;cg24588599"
"chr12_DMR_842","cg12554051;cg24984147;cg01179055"
"chr12_DMR_843","cg18708986;cg15074033"
"chr12_DMR_844","cg14250600;cg07503684;cg16847051;cg25134898;cg16474117;cg00109465;cg00527382"
"chr12_DMR_845","cg16825211;cg16566899;cg02519772;cg12069468;cg26676360;cg04558707"
"chr12_DMR_846","cg02305377;cg19589939;cg02860602"
"chr12_DMR_847","cg19658829;cg19888787;cg02316718;cg21747698;cg26853536"
"chr12_DMR_848","cg20156187;cg24230312"
"chr12_DMR_849","cg03871143;cg19368679"
"chr12_DMR_850","cg13406893;cg09150807;cg24807495;cg02579047"
"chr12_DMR_851","cg26639596;cg22457172"
"chr12_DMR_852","cg20645074;cg11037512;cg27279809;cg25350635;cg10065182;cg07166235;cg25312763;cg13740482;cg26419941;cg22689690"
"chr12_DMR_853","cg01581637;cg00704012;cg08102688;cg03646356;cg18750407;cg14636377;cg05391628;cg14906565"
"chr12_DMR_854","cg11388325;cg10569606;cg16907029;cg10363246;cg03929977;cg09487611;cg10767336;cg15543616;cg06204922"
"chr12_DMR_855","cg15914908;cg18162091"
"chr12_DMR_856","cg08527566;cg19596177;cg12552033;cg01991305;cg22992573;cg21155778;cg21457676;cg26576136"
"chr12_DMR_857","cg22566740;cg17565113;cg23645091;cg00368577;cg16353632"
"chr12_DMR_858","cg13883939;cg13698153;cg11124443;cg08133930"
"chr12_DMR_859","cg01750714;cg01944655;cg02345991;cg05677041;cg11670651"
"chr12_DMR_860","cg01100203;cg18479656;cg00493755;cg22349126;cg26944011;cg26397265;cg01511823;cg06710176;cg03216222;cg22240533;cg12585028"
"chr12_DMR_861","cg10801419;cg01623984;cg03357762;cg05053108;cg01199721;cg13509608;cg12179044"
"chr12_DMR_862","cg12891498;cg21698790"
"chr12_DMR_863","cg15149725;cg22498987;cg13752005;cg00175980;cg14716589"
"chr12_DMR_864","cg18772231;cg23261743;cg20696143;cg07813695"
"chr12_DMR_865","cg07259811;cg09274587;cg18881269;cg01828695"
"chr12_DMR_866","cg17823076;cg24489813;cg22509041;cg19422652;cg08974225;cg04396185;cg23953233;cg12810190;cg01518659"
"chr12_DMR_867","cg14482313;cg25313172;cg07967679;cg09670128;cg08975803"
"chr12_DMR_868","cg10921983;cg26439071;cg16237390;cg12824192;cg17451138"
"chr12_DMR_869","cg06619938;cg10792302;cg03719428;cg04032071"
"chr12_DMR_870","cg07739604;cg01797036"
"chr12_DMR_871","cg21808250;cg07172885;cg27156267;cg20404336;cg21287489"
"chr12_DMR_872","cg00106074;cg04785418;cg06375580;cg11229457;cg08682401;cg22968445;cg17420585;cg01943504"
"chr12_DMR_873","cg14510301;cg07339181;cg17647192;cg10134882"
"chr12_DMR_874","cg15811568;cg06403845"
"chr12_DMR_875","cg04889973;cg02304070"
"chr12_DMR_876","cg17188567;cg26807367"
"chr12_DMR_877","cg20600756;cg16407953;cg14407075;cg22521118;cg06835425;cg17539315;cg18712503;cg18123160;cg18801245;cg21902817;cg12582030"
"chr12_DMR_878","cg24406754;cg15731056;cg14643892;cg13867865;cg24990968;cg19998368;cg13446772;cg19115204;cg01031441;cg04162059;cg26252641;cg19642433"
"chr12_DMR_879","cg03785806;cg18439535"
"chr12_DMR_880","cg11344791;cg08689322;cg18723031;cg15848620;cg14789804;cg18357645"
"chr12_DMR_881","cg01313732;cg07959477"
"chr12_DMR_882","cg06582512;cg06159109;cg23852354;cg04989085;cg06547285"
"chr12_DMR_883","cg17202013;cg06836032"
"chr12_DMR_884","cg11729019;cg15837470;cg16316042;cg16932285"
"chr12_DMR_885","cg01032359;cg23697486;cg12111758;cg08406486;cg01638592;cg19612376;cg09229912;cg16241421;cg12744722;cg14750751"
"chr12_DMR_886","cg27584467;cg13534734;cg24156796;cg00500705"
"chr12_DMR_887","cg02705474;cg20471783"
"chr12_DMR_888","cg05981335;cg25176746"
"chr12_DMR_889","cg16896079;cg26116950;cg22501388;cg14750066;cg03769383;cg06893371;cg07743878;cg21926708;cg05414754"
"chr12_DMR_890","cg03569637;cg05596756"
"chr12_DMR_891","cg27504292;cg09944659"
"chr12_DMR_892","cg08040836;cg25129541"
"chr12_DMR_893","cg00293060;cg23845250"
"chr12_DMR_894","cg08965656;cg26079571;cg07718308;cg16405575;cg00081935"
"chr12_DMR_895","cg20162381;cg23065927;cg07987843;cg26107333;cg16924822;cg21303763"
"chr12_DMR_896","cg23704023;cg20462883"
"chr12_DMR_897","cg00524561;cg13290254"
"chr12_DMR_898","cg14868550;cg22937574;cg18930143;cg01002995;cg02481153;cg23363981;cg20321375"
"chr12_DMR_899","cg15701313;cg15642754"
"chr12_DMR_900","cg09427417;cg22040039"
"chr12_DMR_901","cg26212496;cg18691242;cg27067282;cg11146884;cg07865600;cg20193872"
"chr12_DMR_902","cg09738429;cg00912639;cg03618715;cg11510247;cg06157277;cg23515255;cg21962791;cg01055462"
"chr12_DMR_903","cg21179092;cg19455963;cg01160440;cg25710520;cg02062348;cg26137794;cg05195378;cg04140754;cg27262122;cg19538722"
"chr12_DMR_904","cg19433021;cg08069480;cg12062545;cg10954182;cg25544551;cg05503349"
"chr12_DMR_905","cg16944092;cg08059434;cg06411901;cg23501240;cg23240961;cg03052632;cg10864855;cg27523882"
"chr12_DMR_906","cg03806238;cg22740141"
"chr12_DMR_907","cg08956010;cg10933028;cg15002721;cg00336669"
"chr12_DMR_908","cg01525597;cg10825710;cg24851818;cg07443287;cg16372054"
"chr12_DMR_909","cg24632597;cg19524972;cg18673825;cg19410364;cg09387599;cg02318988;cg11209001;cg17917518;cg16599007"
"chr12_DMR_910","cg01812919;cg00107285"
"chr12_DMR_911","cg10967280;cg02048651;cg16765886;cg18164297;cg14793056"
"chr12_DMR_912","cg15734706;cg11080062;cg15260268;cg16654152;cg13363525;cg04228764;cg20623371;cg09265000;cg08104462;cg03974423"
"chr12_DMR_913","cg16097051;cg00226754;cg09652933;cg07568751;cg15082212"
"chr12_DMR_914","cg13987226;cg02556526"
"chr12_DMR_915","cg07651048;cg01482860"
"chr12_DMR_916","cg09098756;cg19517509"
"chr12_DMR_917","cg08075204;cg24749672;cg06380123;cg07119472;cg20306694;cg21022247"
"chr12_DMR_918","cg18206859;cg14634319;cg25683012"
"chr12_DMR_919","cg13492291;cg21729214;cg04900436"
"chr12_DMR_920","cg11945604;cg15247141;cg06599949;cg05215767"
"chr12_DMR_921","cg01619509;cg11145412;cg13037550"
"chr12_DMR_922","cg01952953;cg16273009"
"chr12_DMR_923","cg25995916;cg27140793"
"chr12_DMR_924","cg25079102;cg08985029;cg08318726;cg20426571;cg20875159;cg23320862;cg04002444;cg16315058;cg16249035;cg08807097"
"chr12_DMR_925","cg07544244;cg03733196;cg20718727;cg12610867;cg26446929;cg06811166"
"chr12_DMR_926","cg18198707;cg25745663;cg19258682;cg07429748;cg27174387;cg01442833;cg06818627;cg20495247;cg12696399;cg22978941"
"chr12_DMR_927","cg27464184;cg24740218"
"chr12_DMR_928","cg13505011;cg02501984;cg00630583;cg00464056;cg16246698"
"chr12_DMR_929","cg08611093;cg09371693;cg12698494;cg17830716;cg07933076"
"chr12_DMR_930","cg26656658;cg12121075"
"chr12_DMR_931","cg21383810;cg20098478;cg26397188;cg26733786;cg16099107;cg03509412;cg15862358;cg24166864;cg19427610"
"chr12_DMR_932","cg11034592;cg15238694"
"chr12_DMR_933","cg10538533;cg10926148;cg17405586"
"chr12_DMR_934","cg02772266;cg13803245"
"chr12_DMR_935","cg06588483;cg11188741;cg19379572;cg21903286;cg09561351;cg03753849"
"chr12_DMR_936","cg00969047;cg14910368;cg11468462;cg07159490;cg10541674;cg27361964;cg22957228;cg00818480"
"chr12_DMR_937","cg15398255;cg00769090"
"chr12_DMR_938","cg03536474;cg15830509;cg07123069;cg06630413;cg04203883;cg26386624;cg22709192;cg17273416"
"chr12_DMR_939","cg00379648;cg10040329;cg21961487"
"chr12_DMR_940","cg04965246;cg23832862;cg15983200;cg07952040;cg06348651;cg24289501;cg02666073;cg04682192"
"chr12_DMR_941","cg12529083;cg05912082;cg13376046"
"chr12_DMR_942","cg13653195;cg03655016;cg27579984;cg06977905;cg15151387;cg08171937"
"chr12_DMR_943","cg09704553;cg15528501;cg00459129;cg23699947;cg12929073"
"chr12_DMR_944","cg10574483;cg06758649;cg14135757;cg21581733;cg07870003;cg24646513;cg25022611;cg05575399;cg21834204"
"chr12_DMR_945","cg04786330;cg17643699;cg14409850;cg22457660;cg14666473;cg20845126;cg07725970;cg02301006;cg05289701"
"chr12_DMR_946","cg06359096;cg02961087;cg07796735;cg26359206;cg07923666;cg20102673;cg24965937;cg03222868;cg10015871;cg19256236;cg02509370"
"chr12_DMR_947","cg20210585;cg10690802"
"chr12_DMR_948","cg06563300;cg06836849;cg21429394"
"chr12_DMR_949","cg19266635;cg13572592;cg18197808"
"chr12_DMR_950","cg04892487;cg19816327"
"chr12_DMR_951","cg04789663;cg20013021;cg08169325;cg00768423;cg05950123;cg17360924"
"chr12_DMR_952","cg21544415;cg09486764"
"chr12_DMR_953","cg15840275;cg02330507"
"chr12_DMR_954","cg10517121;cg13513797;cg11827402"
"chr12_DMR_955","cg02087039;cg14029372;cg10705394;cg19510484;cg02004021"
"chr12_DMR_956","cg05998639;cg05641033;cg03999434"
"chr12_DMR_957","cg00221394;cg01352810"
"chr12_DMR_958","cg10996589;cg01366470"
"chr12_DMR_959","cg09667806;cg01471537"
"chr12_DMR_960","cg25683752;cg23851412;cg10418716;cg20606279;cg27033198;cg16616734;cg12333095;cg05347932"
"chr12_DMR_961","cg10246081;cg11949060"
"chr12_DMR_962","cg09071093;cg16616937"
"chr12_DMR_963","cg13085895;cg05081546;cg03393638;cg07242901"
"chr12_DMR_964","cg06947913;cg04669574;cg16115588"
"chr12_DMR_965","cg03709792;cg07966218;cg12235553"
"chr12_DMR_966","cg19722181;cg05953180;cg24549639;cg04732910;cg15434599"
"chr12_DMR_967","cg26646290;cg19048863;cg11144990;cg24216114;cg09884889;cg18076766;cg27211402;cg12380609;cg16006383;cg23341126"
"chr12_DMR_968","cg05478497;cg08873912;cg09420907;cg06807966;cg27245514"
"chr12_DMR_969","cg21494973;cg15068132;cg24337881;cg03788004;cg03756640;cg00777537"
"chr12_DMR_970","cg09233651;cg18173058;cg11357746;cg18692678;cg00590029;cg11717507;cg18689332"
"chr12_DMR_971","cg10644772;cg16296724;cg18790814;cg19975931;cg02139671;cg26814847"
"chr12_DMR_972","cg16458507;cg03331867"
"chr12_DMR_973","cg09798888;cg20252202"
"chr12_DMR_974","cg26479998;cg19606096;cg15127806;cg09175575;cg20425293"
"chr12_DMR_975","cg00236052;cg24121765"
"chr12_DMR_976","cg11161597;cg03782800"
"chr12_DMR_977","cg08316365;cg08085165"
"chr12_DMR_978","cg19637821;cg24906420"
"chr12_DMR_979","cg26803670;cg03212620;cg08631328"
"chr12_DMR_980","cg18776056;cg00970015"
"chr12_DMR_981","cg19795817;cg27411712;cg13114921;cg27657333;cg22243918;cg12759298;cg04681810;cg15337154"
"chr12_DMR_982","cg11256214;cg00050496"
"chr12_DMR_983","cg17820065;cg01501309"
"chr12_DMR_984","cg25283609;cg03028472"
"chr12_DMR_985","cg27114026;cg04963575;cg21884796"
"chr12_DMR_986","cg21229570;cg09168808;cg04615460;cg05222995;cg20489228"
"chr12_DMR_987","cg02767665;cg15617706"
"chr12_DMR_988","cg26647736;cg08630055;cg20707666;cg14734904;cg09464487;cg16785387;cg26210255;cg02741744;cg00393279;cg06095699;cg08946801"
"chr12_DMR_989","cg27493885;cg05633854;cg05202084;cg16909124;cg06237717;cg24598330;cg09307034;cg19824362;cg15720500;cg13521891"
"chr12_DMR_990","cg19953599;cg08903714;cg17034988;cg05228379;cg21863100;cg04226542;cg22676191;cg21796825;cg15532149"
"chr12_DMR_991","cg13417256;cg20731015;cg05872643;cg10616672"
"chr12_DMR_992","cg19590591;cg23755933;cg06262746;cg14395537"
"chr12_DMR_993","cg06820762;cg21868995;cg00278366;cg11175477;cg10414229"
"chr12_DMR_994","cg02954252;cg10230355;cg21041956;cg04413986;cg08134859;cg11004401;cg12011897"
"chr12_DMR_995","cg11549972;cg11043815;cg18638018;cg03239178;cg23948240"
"chr12_DMR_996","cg10453123;cg02305251;cg24167841"
"chr12_DMR_997","cg17709953;cg22669136"
"chr12_DMR_998","cg13645282;cg08078137;cg08161947;cg07849438;cg24304000"
"chr12_DMR_999","cg03920169;cg06868393;cg00383178;cg22225892;cg25626318;cg16579101;cg17975492;cg12806521"
"chr12_DMR_1000","cg02832322;cg13644282;cg06213250;cg15465121"
"chr12_DMR_1001","cg17776267;cg13062301;cg05359853"
"chr12_DMR_1002","cg16667475;cg19052124"
"chr12_DMR_1003","cg17075502;cg00769775;cg02155927;cg09234599;cg11642882;cg10855395"
"chr12_DMR_1004","cg11724984;cg08043998"
"chr12_DMR_1005","cg15466281;cg15932716"
"chr12_DMR_1006","cg27663799;cg17066382;cg21747160;cg05919661;cg04949149;cg21739210;cg25188332"
"chr12_DMR_1007","cg15308062;cg08828403"
"chr12_DMR_1008","cg04980928;cg18952026;cg18633600;cg14567043"
"chr12_DMR_1009","cg03078269;cg05573844;cg08299265;cg02537491"
"chr12_DMR_1010","cg23311252;cg13074634"
"chr12_DMR_1011","cg00912164;cg03665089;cg16794131;cg25016646;cg17310247"
"chr12_DMR_1012","cg01756660;cg12820608"
"chr12_DMR_1013","cg03368046;cg05554891;cg17875584"
"chr12_DMR_1014","cg01190168;cg17169243;cg07617764;cg15851964"
"chr12_DMR_1015","cg02531908;cg09692396;cg17303299;cg22977254;cg08003732;cg12119858;cg19594606;cg19056004;cg04604946;cg23199063"
"chr12_DMR_1016","cg01941018;cg05170326;cg17842066;cg04799218;cg14870383"
"chr12_DMR_1017","cg09859456;cg14857596;cg03789152;cg05200610;cg13227691;cg00716604;cg04648747;cg02365078;cg24759658;cg17290446"
"chr12_DMR_1018","cg20495009;cg23855818"
"chr12_DMR_1019","cg13881299;cg06654865"
"chr12_DMR_1020","cg25307593;cg17035366;cg01016637;cg04575343"
"chr12_DMR_1021","cg11491989;cg21964999;cg06202977"
"chr12_DMR_1022","cg04822495;cg10118167"
"chr12_DMR_1023","cg16393012;cg10087172;cg00512404;cg20917083;cg08251901;cg19826026;cg15450139;cg10925082"
"chr12_DMR_1024","cg12713142;cg05872485"
"chr12_DMR_1025","cg25601889;cg19062108;cg02948264;cg12489934;cg17346952"
"chr12_DMR_1026","cg02378440;cg13509575;cg27577720;cg13990685"
"chr12_DMR_1027","cg09494609;cg25021051"
"chr12_DMR_1028","cg02734505;cg26199857;cg03123759;cg22961459;cg14557202"
"chr12_DMR_1029","cg16618634;cg11156286;cg07827008"
"chr12_DMR_1030","cg26240353;cg09725090;cg12882907"
"chr12_DMR_1031","cg14741474;cg24497819;cg17291826"
"chr12_DMR_1032","cg26458519;cg07814629;cg23833208;cg23588509;cg12159302;cg15701622;cg06452647;cg13247069"
"chr12_DMR_1033","cg27465569;cg23474723"
"chr12_DMR_1034","cg21766191;cg16332365"
"chr12_DMR_1035","cg11691038;cg09778919;cg14986222;cg00686022;cg22941086"
"chr12_DMR_1036","cg19483405;cg25389393;cg23152742"
"chr12_DMR_1037","cg09430872;cg00288933;cg09069257"
"chr12_DMR_1038","cg23828814;cg26552067"
"chr12_DMR_1039","cg10443500;cg02380715;cg00633768;cg01430604;cg25130831"
"chr12_DMR_1040","cg02667335;cg26394825;cg27382164;cg26832509;cg10223066;cg18533833;cg00470794;cg26410484;cg22202031;cg04774496;cg12551582;cg07951978;cg27040423;cg23653008;cg15063355;cg04044684;cg12238812;cg24727133;cg27084026;cg14519294"
"chr12_DMR_1041","cg07665063;cg08180921"
"chr12_DMR_1042","cg22610533;cg15628953;cg07973246;cg01826959;cg19191401;cg05850206;cg05205563;cg14479829"
"chr12_DMR_1043","cg24538626;cg20011998;cg03870856;cg24502192;cg15357934;cg20993449;cg06633889;cg10018778"
"chr12_DMR_1044","cg23431730;cg25401874;cg13638489;cg16331883;cg15236513"
"chr12_DMR_1045","cg10155468;cg13018099;cg15903784;cg01473415"
"chr12_DMR_1046","cg21508789;cg16860971;cg17855279"
"chr12_DMR_1047","cg03149970;cg26678516;cg00523540;cg09806036;cg00625103;cg13491945"
"chr12_DMR_1048","cg04475027;cg10541517;cg12868067;cg26682580;cg03530754;cg11877129;cg18628094"
"chr12_DMR_1049","cg10656674;cg23903357;cg18880765;cg07211103;cg21520507;cg00667976;cg24923975;cg13718666;cg05469421;cg08132767"
"chr12_DMR_1050","cg11739541;cg19645734;cg08941714;cg00544734;cg18220042;cg14802310;cg10481202;cg15367082;cg06626087;cg12441358"
"chr12_DMR_1051","cg26446449;cg00808740"
"chr12_DMR_1052","cg13523236;cg10310119;cg10621315;cg17131095"
"chr12_DMR_1053","cg08927739;cg22154024;cg10700564;cg11228052"
"chr12_DMR_1054","cg09451320;cg02517215;cg22561460"
"chr12_DMR_1055","cg10778619;cg09424609"
"chr12_DMR_1056","cg15783466;cg19265886"
"chr12_DMR_1057","cg02264922;cg05600740;cg24009736;cg24750156;cg16421340"
"chr12_DMR_1058","cg00776266;cg07354124;cg00173435;cg01869261;cg07278624;cg16231452;cg13229286;cg02686769;cg02476566"
